Categoria;Cidade;Pais;Customer Name;Data do Pedido;Código Nota Fiscal;Código Postal;Nome do Produto;Região;Segmento;Data de Envio;Tipo de Envio;Status do Envio;Estado;Subcategoria;Desconto %;Lucro;Quantidade;Valor da venda
Móveis;San Francisco;United States;Charles Sheldon;12/05/2017;CA-2017-117632;94122;Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table;Oeste;Corporativo;18/05/2017;Padrão;Enviado no dia;California;Tables;0,20;-11;5;285
Materiais de Escritório;San Francisco;United States;Charles Sheldon;12/05/2017;CA-2017-117632;94122;DXL Angle-View Binders with Locking Rings, Black;Oeste;Corporativo;18/05/2017;Padrão;Enviado no dia;California;Binders;0,20;6;4;19
Materiais de Escritório;Columbus;United States;Andrew Roberts;02/05/2014;CA-2014-115056;43229;Belkin 6 Outlet Metallic Surge Strip;Leste;Pessoa Física;02/05/2014;Mesmo dia;Enviado no dia;Ohio;Appliances;0,20;2;3;26
Materiais de Escritório;New York City;United States;Katrina Bavinger;03/09/2017;CA-2017-161067;10035;Xerox 189;Leste;Pequenas Empresas;06/09/2017;Correios;Enviado no dia;New York;Paper;0,00;201;4;419
Móveis;New York City;United States;Katrina Bavinger;03/09/2017;CA-2017-161067;10035;Office Star Flex Back Scooter Chair with Aluminum Finish Frame;Leste;Pequenas Empresas;06/09/2017;Correios;Enviado no dia;New York;Chairs;0,10;14;1;91
Móveis;New York City;United States;Katrina Bavinger;03/09/2017;CA-2017-161067;10035;Global Low Back Tilter Chair;Leste;Pequenas Empresas;06/09/2017;Correios;Enviado no dia;New York;Chairs;0,10;-8;2;182
Materiais de Escritório;New York City;United States;Katrina Bavinger;03/09/2017;CA-2017-161067;10035;Prang Drawing Pencil Set;Leste;Pequenas Empresas;06/09/2017;Correios;Enviado no dia;New York;Art;0,00;2;2;6
Móveis;Richmond;United States;Michael Moore;03/12/2016;CA-2016-122063;47374;Hon 5100 Series Wood Tables;Central;Pessoa Física;07/12/2016;Padrão;Enviado com antecedência;Indiana;Tables;0,00;105;2;582
Móveis;Richmond;United States;Michael Moore;03/12/2016;CA-2016-122063;47374;Global Stack Chair with Arms, Black;Central;Pessoa Física;07/12/2016;Padrão;Enviado com antecedência;Indiana;Chairs;0,00;8;1;30
Tecnologia;San Diego;United States;Roland Fjeld;18/07/2015;CA-2015-111206;92105;Logitech G35 7.1-Channel Surround Sound Headset;Oeste;Pessoa Física;22/07/2015;Padrão;Enviado com antecedência;California;Accessories;0,00;177;4;520
Materiais de Escritório;Concord;United States;Beth Paige;21/07/2016;CA-2016-142895;28027;Avery 494;Sul;Pessoa Física;26/07/2016;Padrão;Enviado com antecedência;North Carolina;Labels;0,20;2;3;6
Móveis;Concord;United States;Beth Paige;21/07/2016;CA-2016-142895;28027;Leather Task Chair, Black;Sul;Pessoa Física;26/07/2016;Padrão;Enviado com antecedência;North Carolina;Chairs;0,20;0;5;364
Materiais de Escritório;Miami;United States;Max Jones;09/06/2015;CA-2015-101868;33178;"Green Canvas Binder for 8-1/2"" x 14"" Sheets";Sul;Pessoa Física;16/06/2015;Padrão;Envio tardio;Florida;Binders;0,70;-43;5;64
Materiais de Escritório;Miami;United States;Max Jones;09/06/2015;CA-2015-101868;33178;"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets";Sul;Pessoa Física;16/06/2015;Padrão;Envio tardio;Florida;Binders;0,70;-27;3;39
Tecnologia;Miami;United States;Max Jones;09/06/2015;CA-2015-101868;33178;Logitech Keyboard K120;Sul;Pessoa Física;16/06/2015;Padrão;Envio tardio;Florida;Accessories;0,20;-8;5;73
Tecnologia;Los Angeles;United States;Doug O'Connell;27/11/2017;CA-2017-133207;90036;Griffin GC17055 Auxiliary Audio Cable;Oeste;Pessoa Física;03/12/2017;Padrão;Enviado no dia;California;Phones;0,20;6;4;58
Materiais de Escritório;Seattle;United States;Mark Van Huff;27/03/2015;CA-2015-132948;98115;Rogers Profile Extra Capacity Storage Tub;Oeste;Pessoa Física;03/04/2015;Padrão;Envio tardio;Washington;Storage;0,00;3;5;84
Materiais de Escritório;Arlington;United States;Michael Grace;22/09/2015;CA-2015-134992;22204;Xerox 214;Sul;Pequenas Empresas;26/09/2015;Correios;Envio tardio;Virginia;Paper;0,00;16;5;32
Móveis;Arlington;United States;Michael Grace;22/09/2015;CA-2015-134992;22204;Westinghouse Floor Lamp with Metal Mesh Shade, Black;Sul;Pequenas Empresas;26/09/2015;Correios;Envio tardio;Virginia;Furnishings;0,00;11;2;48
Tecnologia;San Diego;United States;Brian Stugart;17/11/2015;CA-2015-126725;92105;RCA ViSYS 25825 Wireless digital phone;Oeste;Pessoa Física;21/11/2015;Padrão;Enviado com antecedência;California;Phones;0,20;52;4;416
Materiais de Escritório;San Diego;United States;Brian Stugart;17/11/2015;CA-2015-126725;92105;Carina Media Storage Towers in Natural & Black;Oeste;Pessoa Física;21/11/2015;Padrão;Enviado com antecedência;California;Storage;0,00;6;5;305
Móveis;San Diego;United States;Brian Stugart;17/11/2015;CA-2015-126725;92105;DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size;Oeste;Pessoa Física;21/11/2015;Padrão;Enviado com antecedência;California;Furnishings;0,00;29;4;81
Materiais de Escritório;San Diego;United States;Brian Stugart;17/11/2015;CA-2015-126725;92105;Fellowes Recycled Storage Drawers;Oeste;Pessoa Física;21/11/2015;Padrão;Enviado com antecedência;California;Storage;0,00;54;7;777
Materiais de Escritório;San Diego;United States;Brian Stugart;17/11/2015;CA-2015-126725;92105;Xerox 203;Oeste;Pessoa Física;21/11/2015;Padrão;Enviado com antecedência;California;Paper;0,00;16;5;32
Móveis;San Diego;United States;Brian Stugart;17/11/2015;CA-2015-126725;92105;Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back;Oeste;Pessoa Física;21/11/2015;Padrão;Enviado com antecedência;California;Chairs;0,20;3;2;226
Móveis;San Diego;United States;Brian Stugart;17/11/2015;CA-2015-126725;92105;Advantus Panel Wall Certificate Holder - 8.5x11;Oeste;Pessoa Física;21/11/2015;Padrão;Enviado com antecedência;California;Furnishings;0,00;15;3;37
Materiais de Escritório;Roseville;United States;Philisse Overcash;10/11/2015;CA-2015-121783;55113;Hoover Shoulder Vac Commercial Portable Vacuum;Central;Pequenas Empresas;14/11/2015;Padrão;Enviado com antecedência;Minnesota;Appliances;0,00;179;2;716
Materiais de Escritório;Roseville;United States;Philisse Overcash;10/11/2015;CA-2015-121783;55113;Tennsco 6- and 18-Compartment Lockers;Central;Pequenas Empresas;14/11/2015;Padrão;Enviado com antecedência;Minnesota;Storage;0,00;143;3;796
Tecnologia;Roseville;United States;Philisse Overcash;10/11/2015;CA-2015-121783;55113;Sharp 1540cs Digital Laser Copier;Central;Pequenas Empresas;14/11/2015;Padrão;Enviado com antecedência;Minnesota;Copiers;0,00;275;1;550
Materiais de Escritório;Roseville;United States;Philisse Overcash;10/11/2015;CA-2015-121783;55113;GBC Standard Therm-A-Bind Covers;Central;Pequenas Empresas;14/11/2015;Padrão;Enviado com antecedência;Minnesota;Binders;0,00;34;3;75
Móveis;Roseville;United States;Philisse Overcash;10/11/2015;CA-2015-121783;55113;Staple-based wall hangings;Central;Pequenas Empresas;14/11/2015;Padrão;Enviado com antecedência;Minnesota;Furnishings;0,00;13;3;29
Materiais de Escritório;Virginia Beach;United States;Dianna Arnett;10/09/2014;US-2014-138835;23464;Tuff Stuff Recycled Round Ring Binders;Sul;Pequenas Empresas;14/09/2014;Padrão;Enviado com antecedência;Virginia;Binders;0,00;5;2;10
Materiais de Escritório;Dallas;United States;Anna Häberlin;05/08/2015;CA-2015-112214;75220;"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H";Central;Corporativo;11/08/2015;Padrão;Enviado no dia;Texas;Storage;0,20;-1;7;33
Materiais de Escritório;Dallas;United States;Anna Häberlin;05/08/2015;CA-2015-112214;75220;Stiletto Hand Letter Openers;Central;Corporativo;11/08/2015;Padrão;Enviado no dia;Texas;Supplies;0,20;-5;3;23
Materiais de Escritório;Dallas;United States;Anna Häberlin;05/08/2015;CA-2015-112214;75220;Avery Self-Adhesive Photo Pockets for Polaroid Photos;Central;Corporativo;11/08/2015;Padrão;Enviado no dia;Texas;Binders;0,80;-2;1;1
Móveis;Dallas;United States;Anna Häberlin;05/08/2015;CA-2015-112214;75220;Eldon Expressions Wood Desk Accessories, Oak;Central;Corporativo;11/08/2015;Padrão;Enviado no dia;Texas;Furnishings;0,60;-11;5;15
Móveis;Concord;United States;Joe Kamberova;03/09/2017;US-2017-153255;94521;Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order;Oeste;Pessoa Física;07/09/2017;Correios;Envio tardio;California;Bookcases;0,15;14;2;240
Móveis;Conway;United States;MaryBeth Skach;01/11/2015;CA-2015-108119;72032;"Iceberg OfficeWorks 42"" Round Tables";Sul;Pessoa Física;08/11/2015;Padrão;Envio tardio;Arkansas;Tables;0,00;45;2;302
Materiais de Escritório;Philadelphia;United States;Jim Kriz;29/04/2015;CA-2015-157434;19120;Xerox 1949;Leste;Pequenas Empresas;04/05/2015;Correios;Envio tardio;Pennsylvania;Paper;0,20;3;2;8
Materiais de Escritório;Little Rock;United States;Chris McAfee;01/05/2016;CA-2016-101525;72209;Xerox 1914;Sul;Pessoa Física;04/05/2016;Correios;Enviado no dia;Arkansas;Paper;0,00;54;2;110
Materiais de Escritório;Little Rock;United States;Chris McAfee;01/05/2016;CA-2016-101525;72209;Xerox 1994;Sul;Pessoa Física;04/05/2016;Correios;Enviado no dia;Arkansas;Paper;0,00;9;3;19
Materiais de Escritório;Little Rock;United States;Chris McAfee;01/05/2016;CA-2016-101525;72209;DIXON Ticonderoga Erasable Checking Pencils;Sul;Pessoa Física;04/05/2016;Correios;Enviado no dia;Arkansas;Art;0,00;4;2;11
Materiais de Escritório;Meriden;United States;Ricardo Sperren;05/08/2014;US-2014-117968;6450;Fellowes Advanced Computer Series Surge Protectors;Leste;Corporativo;07/08/2014;Correios;Enviado com antecedência;Connecticut;Appliances;0,00;22;3;79
Materiais de Escritório;Meriden;United States;Ricardo Sperren;05/08/2014;US-2014-117968;6450;Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow;Leste;Corporativo;07/08/2014;Correios;Enviado com antecedência;Connecticut;Art;0,00;2;2;5
Móveis;Meriden;United States;Ricardo Sperren;05/08/2014;US-2014-117968;6450;Hon GuestStacker Chair;Leste;Corporativo;07/08/2014;Correios;Enviado com antecedência;Connecticut;Chairs;0,00;295;5;1.133
Materiais de Escritório;Philadelphia;United States;Ben Peterman;04/01/2016;CA-2016-158211;19143;Newell 312;Leste;Corporativo;08/01/2016;Padrão;Enviado com antecedência;Pennsylvania;Art;0,20;1;1;5
Materiais de Escritório;Philadelphia;United States;Ben Peterman;04/01/2016;CA-2016-158211;19143;Avery Arch Ring Binders;Leste;Corporativo;08/01/2016;Padrão;Enviado com antecedência;Pennsylvania;Binders;0,70;-80;6;105
Móveis;Cheyenne;United States;Michelle Arnett;07/11/2016;CA-2016-152247;82001;Global Troy Executive Leather Low-Back Tilter;Oeste;Pequenas Empresas;12/11/2016;Padrão;Enviado com antecedência;Wyoming;Chairs;0,20;100;4;1.603
Móveis;Anaheim;United States;Ed Braxton;14/06/2016;CA-2016-128223;92804;Bush Cubix Conference Tables, Fully Assembled;Oeste;Corporativo;14/06/2016;Mesmo dia;Enviado no dia;California;Tables;0,20;81;7;1.293
Móveis;Bloomington;United States;Ruben Dartt;24/09/2016;CA-2016-154235;47401;Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting;Central;Pessoa Física;28/09/2016;Padrão;Enviado com antecedência;Indiana;Furnishings;0,00;22;3;128
Materiais de Escritório;Columbus;United States;Maria Etezadi;30/03/2017;CA-2017-129910;31907;Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers;Sul;Pequenas Empresas;03/04/2017;Padrão;Enviado com antecedência;Georgia;Storage;0,00;17;1;60
Materiais de Escritório;Jonesboro;United States;Erica Hernandez;04/06/2017;CA-2017-133095;72401;GBC VeloBind Cover Sets;Sul;Pequenas Empresas;04/06/2017;Mesmo dia;Enviado no dia;Arkansas;Binders;0,00;54;7;108
Materiais de Escritório;Jonesboro;United States;Erica Hernandez;04/06/2017;CA-2017-133095;72401;Insertable Tab Indexes For Data Binders;Sul;Pequenas Empresas;04/06/2017;Mesmo dia;Enviado no dia;Arkansas;Binders;0,00;4;3;10
Materiais de Escritório;Philadelphia;United States;Frank Merwin;07/04/2015;CA-2015-130554;19140;Newell 331;Leste;Pequenas Empresas;09/04/2015;Urgente;Envio tardio;Pennsylvania;Art;0,20;1;3;12
Materiais de Escritório;Lawrence;United States;Frank Gastineau;21/05/2014;CA-2014-152443;1841;GBC ProClick Punch Binding System;Leste;Pequenas Empresas;26/05/2014;Padrão;Enviado com antecedência;Massachusetts;Binders;0,00;219;7;448
Materiais de Escritório;Lawrence;United States;Frank Gastineau;21/05/2014;CA-2014-152443;1841;Xerox 1992;Leste;Pequenas Empresas;26/05/2014;Padrão;Enviado com antecedência;Massachusetts;Paper;0,00;9;3;18
Materiais de Escritório;Lawrence;United States;Frank Gastineau;21/05/2014;CA-2014-152443;1841;Belkin 8 Outlet Surge Protector;Leste;Pequenas Empresas;26/05/2014;Padrão;Enviado com antecedência;Massachusetts;Appliances;0,00;69;6;246
Materiais de Escritório;New York City;United States;Mark Van Huff;05/09/2016;CA-2016-133319;10011;Xerox 1885;Leste;Pessoa Física;11/09/2016;Padrão;Enviado no dia;New York;Paper;0,00;92;4;192
Móveis;San Diego;United States;Jane Waco;18/09/2016;CA-2016-133935;92105;Global Troy Executive Leather Low-Back Tilter;Oeste;Corporativo;22/09/2016;Padrão;Enviado com antecedência;California;Chairs;0,20;50;2;802
Materiais de Escritório;San Diego;United States;Jane Waco;18/09/2016;CA-2016-133935;92105;Xerox 1945;Oeste;Corporativo;22/09/2016;Padrão;Enviado com antecedência;California;Paper;0,00;181;9;369
Móveis;San Diego;United States;Jane Waco;18/09/2016;CA-2016-133935;92105;Global High-Back Leather Tilter, Burgundy;Oeste;Corporativo;22/09/2016;Padrão;Enviado com antecedência;California;Chairs;0,20;-100;9;886
Móveis;San Francisco;United States;Edward Hooks;13/03/2016;CA-2016-136301;94109;Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black;Oeste;Corporativo;15/03/2016;Correios;Enviado com antecedência;California;Furnishings;0,00;7;2;28
Materiais de Escritório;San Francisco;United States;Edward Hooks;13/03/2016;CA-2016-136301;94109;High Speed Automatic Electric Letter Opener;Oeste;Corporativo;15/03/2016;Correios;Enviado com antecedência;California;Supplies;0,00;197;3;4.913
Materiais de Escritório;San Francisco;United States;Lynn Smith;16/10/2014;US-2014-109456;94110;Avery Non-Stick Heavy Duty View Round Locking Ring Binders;Oeste;Pessoa Física;17/10/2014;Mesmo dia;Envio tardio;California;Binders;0,20;5;3;14
Tecnologia;San Francisco;United States;Lynn Smith;16/10/2014;US-2014-109456;94110;Logitech Illuminated - Keyboard;Oeste;Pessoa Física;17/10/2014;Mesmo dia;Envio tardio;California;Accessories;0,00;86;3;180
Materiais de Escritório;Cranston;United States;Barry Pond;08/10/2017;CA-2017-151596;2920;SAFCO Mobile Desk Side File, Wire Frame;Leste;Corporativo;11/10/2017;Urgente;Envio tardio;Rhode Island;Storage;0,00;11;1;43
Materiais de Escritório;Owensboro;United States;Chris Cortes;07/05/2015;CA-2015-147879;42301;Xerox 1902;Sul;Pessoa Física;12/05/2015;Padrão;Enviado com antecedência;Kentucky;Paper;0,00;21;2;46
Materiais de Escritório;Baltimore;United States;Jill Matthias;14/04/2016;CA-2016-166625;21215;GBC ProClick Spines for 32-Hole Punch;Leste;Pessoa Física;17/04/2016;Urgente;Envio tardio;Maryland;Binders;0,00;12;2;25
Materiais de Escritório;Chicago;United States;Roger Demir;21/11/2016;CA-2016-146157;60610;Xerox 1910;Central;Pessoa Física;26/11/2016;Padrão;Enviado com antecedência;Illinois;Paper;0,20;13;1;38
Materiais de Escritório;Chicago;United States;Roger Demir;21/11/2016;CA-2016-146157;60610;Tenex Personal Project File with Scoop Front Design, Black;Central;Pessoa Física;26/11/2016;Padrão;Enviado com antecedência;Illinois;Storage;0,20;2;2;22
Tecnologia;Chicago;United States;Roger Demir;21/11/2016;CA-2016-146157;60610;Lenovo 17-Key USB Numeric Keypad;Central;Pessoa Física;26/11/2016;Padrão;Enviado com antecedência;Illinois;Accessories;0,20;2;3;82
Materiais de Escritório;Atlanta;United States;Shahid Shariari;10/09/2017;CA-2017-159954;30318;Wilson Jones Suede Grain Vinyl Binders;Sul;Pessoa Física;14/09/2017;Padrão;Enviado com antecedência;Georgia;Binders;0,00;1;1;3
Materiais de Escritório;Los Angeles;United States;Keith Dawkins;09/09/2017;CA-2017-100825;90036;Fellowes Bases and Tops For Staxonsteel/High-Stak Systems;Oeste;Corporativo;14/09/2017;Padrão;Enviado com antecedência;California;Storage;0,00;24;3;100
Materiais de Escritório;Los Angeles;United States;Paul Lucas;01/11/2014;CA-2014-168305;90049;Avery 475;Oeste;Pequenas Empresas;08/11/2014;Padrão;Envio tardio;California;Labels;0,00;22;3;44
Materiais de Escritório;Los Angeles;United States;Paul Lucas;01/11/2014;CA-2014-168305;90049;Easy-staple paper;Oeste;Pequenas Empresas;08/11/2014;Padrão;Envio tardio;California;Paper;0,00;10;5;21
Móveis;Richmond;United States;Zuschuss Donatelli;03/04/2016;CA-2016-167682;47374;"Seth Thomas 13 1/2"" Wall Clock";Central;Pessoa Física;09/04/2016;Padrão;Enviado no dia;Indiana;Furnishings;0,00;22;4;71
Tecnologia;Richmond;United States;Zuschuss Donatelli;03/04/2016;CA-2016-167682;47374;Plantronics Voyager Pro HD - Bluetooth Headset;Central;Pessoa Física;09/04/2016;Padrão;Enviado no dia;Indiana;Phones;0,00;125;4;260
Materiais de Escritório;San Francisco;United States;Linda Southworth;12/01/2017;CA-2017-108000;94110;Staple envelope;Oeste;Corporativo;16/01/2017;Padrão;Enviado com antecedência;California;Envelopes;0,00;5;1;10
Materiais de Escritório;San Francisco;United States;Patrick Bzostek;20/11/2015;CA-2015-146465;94122;Cardinal Poly Pocket Divider Pockets for Ring Binders;Oeste;Pequenas Empresas;24/11/2015;Padrão;Enviado com antecedência;California;Binders;0,20;8;9;24
Móveis;Westfield;United States;Pamela Coakley;27/11/2016;CA-2016-159639;7090;Ultra Door Pull Handle;Leste;Corporativo;02/12/2016;Padrão;Enviado com antecedência;New Jersey;Furnishings;0,00;10;3;32
Materiais de Escritório;San Francisco;United States;Frank Merwin;06/11/2017;US-2017-153948;94122;Xerox 191;Oeste;Pequenas Empresas;06/11/2017;Mesmo dia;Enviado no dia;California;Paper;0,00;28;3;60
Materiais de Escritório;San Francisco;United States;Frank Merwin;06/11/2017;US-2017-153948;94122;Easy-staple paper;Oeste;Pequenas Empresas;06/11/2017;Mesmo dia;Enviado no dia;California;Paper;0,00;22;4;45
Materiais de Escritório;San Francisco;United States;Frank Merwin;06/11/2017;US-2017-153948;94122;Astroparche Fine Business Paper;Oeste;Pequenas Empresas;06/11/2017;Mesmo dia;Enviado no dia;California;Paper;0,00;13;5;26
Materiais de Escritório;San Francisco;United States;Frank Merwin;06/11/2017;US-2017-153948;94122;Avery 503;Oeste;Pequenas Empresas;06/11/2017;Mesmo dia;Enviado no dia;California;Labels;0,00;20;4;41
Tecnologia;San Francisco;United States;Frank Merwin;06/11/2017;US-2017-153948;94122;Kingston Digital DataTraveler 32GB USB 2.0;Oeste;Pequenas Empresas;06/11/2017;Mesmo dia;Enviado no dia;California;Accessories;0,00;1;1;17
Materiais de Escritório;San Jose;United States;Keith Dawkins;02/12/2016;US-2016-113985;95123;GBC VeloBind Cover Sets;Oeste;Corporativo;07/12/2016;Padrão;Enviado com antecedência;California;Binders;0,20;9;2;25
Materiais de Escritório;San Jose;United States;Keith Dawkins;02/12/2016;US-2016-113985;95123;Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter;Oeste;Corporativo;07/12/2016;Padrão;Enviado com antecedência;California;Appliances;0,00;27;3;60
